3,0105;1,5208;1,0839;1,291;1,1568;1,2226;-1,68E-04;1,0417;1,1552;2,16E-02;8,36E-02;-1,68E-04;1,0037;1,145;1,63E-02;1,86E-02;3,24E-02;0,13787;0,89259;-1,68E-04;1,42E-02;1,83E-02;3,12E-02;0,35018;0,7736;-4,37E-03;7,64E-03;7,45E-03;0,36627;0,92932;0,724;-6,30E-04;-9,76E-03;-1,68E-04;0,4505;0,51932;0,55172;4,26E-02;-4,58E-03;-9,48E-03;-1,68E-04;0,195;0,11195;9,19E-02;3,70E-02;-1,68E-04;-9,93E-03;-1,68E-04;0,11606;0,12373;0,10217;6,30E-02;4,71E-02;-1,42E-02;-1,39E-02;-1,68E-04;0,13969;0,10084;6,00E-02;2,86E-02;-1,70E-02;-1,73E-02;-1,38E-02;0,11209;9,05E-02;6,83E-02;-1,68E-04;-1,76E-02;-2,05E-02;-7,56E-03;8,53E-02;5,19E-02;5,37E-02;7,32E-02;4,91E-02;-2,07E-02;-1,53E-02;-6,35E-03;6,46E-02;-2,11E-02;7,61E-02;7,09E-02;4,54E-02;1,65E-03;-1,44E-02;-2,12E-02;-1,09E-02;2,86E-03;-1,37E-02;-1,68E-04;5,71E-02;2,61E-03;-1,23E-02;-1,68E-04;-1,77E-02;-2,16E-02;-1,46E-02;-2,14E-02;-2,30E-02;-2,25E-02;-1,68E-04;-1,68E-04;-2,31E-02;-2,07E-02;-1,68E-04;-1,07E-02;-1,98E-02;-2,21E-02;-2,27E-02;-2,19E-02;-2,29E-02;-2,36E-02;-1,63E-02;-1,58E-02;-1,68E-04;-1,68E-04;-1,68E-04;-1,68E-04;-1,76E-02;-2,31E-02;-2,32E-02;-2,41E-02;-1,71E-02;-4,96E-03;-2,26E-02;-1,68E-04;-1,68E-04;-1,68E-04;-2,13E-02;-2,39E-02;-1,43E-02;-2,27E-02;-2,52E-02;-8,16E-03;-2,39E-02;-1,60E-02;-1,86E-02;-2,41E-02;-2,59E-02;-1,60E-02;-2,68E-02;-2,41E-02;-2,63E-02;-2,10E-02;-2,63E-02;-2,49E-02;-2,63E-02;-2,68E-02;-2,54E-02;-2,46E-02;-2,62E-02;-2,75E-02;-2,60E-02;-2,72E-02;-2,76E-02;-2,62E-02;-2,73E-02
0;3,0101;2,734;2,9788;2,8312;2,9244;-3,64E-04;2,6777;2,7806;0,22997;0,51674;-3,64E-04;2,5991;2,7387;0,20587;0,21879;0,28962;0,75426;2,461;-3,64E-04;0,18332;0,22151;0,28898;1,4012;2,2794;7,54E-02;0,18313;0,16232;1,4429;2,5292;2,002;0,1326;6,78E-02;-3,64E-04;1,6849;1,7599;1,7465;0,32548;0,10079;6,99E-02;-3,64E-04;0,97642;0,61523;0,52887;0,30888;-3,64E-04;7,18E-02;-3,64E-04;0,6872;0,7242;0,6111;0,41611;0,34592;4,98E-02;5,14E-02;-3,64E-04;0,82362;0,62647;0,40108;0,26861;-1,26E-02;3,24E-02;4,89E-02;0,69048;0,57547;0,44339;-3,64E-04;-1,51E-02;-4,19E-03;7,91E-02;0,57084;0,39155;0,38607;0,45103;0,35974;-1,19E-02;4,17E-02;8,37E-02;0,45609;-1,94E-03;0,46544;0,44;0,34179;4,48E-02;-1,44E-02;-6,94E-03;6,91E-02;0,13424;5,56E-02;-3,64E-04;0,38531;0,1522;7,56E-02;-3,64E-04;-1,98E-02;-4,13E-03;5,28E-02;-2,39E-03;-2,28E-02;-1,74E-02;-3,64E-04;-3,64E-04;-8,14E-04;3,77E-02;-3,64E-04;-1,26E-02;-2,18E-02;-1,83E-02;-2,18E-02;-1,06E-02;-2,94E-03;1,85E-03;6,61E-02;4,26E-02;-3,64E-04;-3,64E-04;-3,64E-04;-3,64E-04;-1,52E-02;-5,04E-03;-5,89E-03;-7,87E-05;6,26E-02;0,11906;1,32E-02;-3,64E-04;-3,64E-04;-3,64E-04;-1,78E-02;-1,20E-02;7,31E-02;-2,03E-02;-2,55E-03;9,92E-02;-2,06E-02;6,52E-02;5,13E-02;-2,09E-02;-7,67E-03;6,32E-02;-8,82E-05;-2,01E-02;-8,17E-03;3,91E-02;2,87E-03;-2,01E-02;-1,28E-02;-1,23E-04;-6,47E-03;-2,04E-02;-1,40E-02;-9,01E-03;-1,60E-02;-1,10E-02;-1,01E-02;-1,45E-02;-1,13E-02
0;0;3,0122;2,6283;2,975;2,8853;-3,68E-04;2,8881;2,8695;0,33598;0,69315;-3,68E-04;2,7756;2,8265;0,30054;0,31935;0,40825;0,93604;2,6481;-3,68E-04;0,26826;0,32496;0,39647;1,6341;2,4833;0,12384;0,2789;0,23713;1,6626;2,703;2,1408;0,20837;0,11932;-3,68E-04;1,8893;1,9369;1,9074;0,41837;0,16326;0,12207;-3,68E-04;1,1176;0,7098;0,6203;0,40012;-3,68E-04;0,12528;-3,68E-04;0,80329;0,8404;0,71473;0,49762;0,43197;9,67E-02;9,97E-02;-3,68E-04;0,95622;0,73705;0,47963;0,35494;3,46E-03;7,34E-02;9,41E-02;0,80944;0,67851;0,52531;-3,68E-04;-9,25E-05;1,93E-02;0,12607;0,68042;0,47651;0,4647;0,53065;0,44465;7,60E-03;8,15E-02;0,1323;0,54844;2,22E-02;0,54723;0,51954;0,42054;6,30E-02;-2,87E-03;1,51E-02;0,11443;0,18877;9,83E-02;-3,68E-04;0,46444;0,20959;0,1215;-3,68E-04;-8,03E-03;1,88E-02;9,39E-02;2,09E-02;-8,52E-03;-1,77E-03;-3,68E-04;-3,68E-04;2,33E-02;7,83E-02;-3,68E-04;-5,99E-03;-9,95E-03;-2,33E-03;-7,85E-03;7,64E-03;2,02E-02;2,81E-02;0,11656;7,81E-02;-3,68E-04;-3,68E-04;-3,68E-04;-3,68E-04;-3,16E-03;1,75E-02;1,58E-02;2,59E-02;0,11181;0,18144;4,35E-02;-3,68E-04;-3,68E-04;-3,68E-04;-4,14E-03;7,60E-03;0,12416;-6,31E-03;2,36E-02;0,15633;-5,50E-03;0,11391;9,67E-02;-5,85E-03;1,66E-02;0,11139;2,92E-02;-4,28E-03;1,65E-02;8,14E-02;3,29E-02;-3,49E-03;9,10E-03;2,96E-02;1,81E-02;-4,29E-03;7,30E-03;1,65E-02;3,98E-03;1,31E-02;1,53E-02;6,64E-03;1,27E-02
0;0;0;3,0006;2,7402;2,8788;-3,59E-04;2,6;2,7203;0,22696;0,50809;-3,59E-04;2,5361;2,6828;0,20433;0,21679;0,28678;0,74468;2,405;-3,59E-04;0,18162;0,21785;0,28542;1,3772;2,2283;7,51E-02;0,1812;0,16191;1,4159;2,47;1,9644;0,13173;6,71E-02;-3,59E-04;1,6572;1,7323;1,7165;0,32764;0,10016;6,91E-02;-3,59E-04;0,97886;0,62393;0,53545;0,31142;-3,59E-04;7,07E-02;-3,59E-04;0,6971;0,73241;0,62069;0,42269;0,35016;4,88E-02;5,13E-02;-3,59E-04;0,8305;0,63612;0,40803;0,26977;-1,28E-02;3,17E-02;4,84E-02;0,6989;0,58378;0,45059;-3,59E-04;-1,54E-02;-4,15E-03;7,92E-02;0,57819;0,39742;0,39261;0,45832;0,36507;-1,19E-02;4,17E-02;8,47E-02;0,46276;-1,87E-03;0,47293;0,44681;0,34702;4,48E-02;-1,44E-02;-6,85E-03;6,95E-02;0,13569;5,64E-02;-3,59E-04;0,39114;0,15518;7,65E-02;-3,59E-04;-1,98E-02;-4,02E-03;5,32E-02;-2,10E-03;-2,27E-02;-1,73E-02;-3,59E-04;-3,59E-04;-6,90E-04;3,80E-02;-3,59E-04;-1,26E-02;-2,17E-02;-1,83E-02;-2,17E-02;-1,04E-02;-2,67E-03;1,95E-03;6,68E-02;4,30E-02;-3,59E-04;-3,59E-04;-3,59E-04;-3,59E-04;-1,52E-02;-4,67E-03;-5,77E-03;3,42E-04;6,30E-02;0,12033;1,35E-02;-3,59E-04;-3,59E-04;-3,59E-04;-1,78E-02;-1,18E-02;7,33E-02;-2,02E-02;-2,17E-03;0,10048;-2,05E-02;6,53E-02;5,15E-02;-2,07E-02;-7,39E-03;6,35E-02;2,98E-04;-1,98E-02;-7,80E-03;3,94E-02;3,32E-03;-1,97E-02;-1,26E-02;2,39E-04;-5,97E-03;-2,01E-02;-1,38E-02;-8,65E-03;-1,57E-02;-1,08E-02;-9,88E-03;-1,43E-02;-1,11E-02
0;0;0;0;3,0122;2,9619;-3,58E-04;2,8829;2,9121;0,28059;0,60396;-3,58E-04;2,7719;2,872;0,25045;0,26674;0,34636;0,8387;2,6277;-3,58E-04;0,22327;0,27106;0,33903;1,5332;2,4437;9,87E-02;0,22924;0,19834;1,565;2,6973;2,1289;0,16914;9,32E-02;-3,58E-04;1,8033;1,876;1,8666;0,3695;0,13098;9,55E-02;-3,58E-04;1,029;0,64693;0,56257;0,35151;-3,58E-04;9,79E-02;-3,58E-04;0,72618;0,7613;0,64353;0,44514;0,38276;7,30E-02;7,57E-02;-3,58E-04;0,86541;0,66348;0,429;0,30957;-4,00E-03;5,29E-02;7,13E-02;0,72922;0,60938;0,47165;-3,58E-04;-7,00E-03;8,17E-03;0,10186;0,60822;0,42265;0,41474;0,47784;0,39451;-1,36E-03;6,17E-02;0,10727;0,48869;1,08E-02;0,49218;0,46714;0,37299;5,37E-02;-8,11E-03;4,82E-03;9,10E-02;0,15885;7,67E-02;-3,58E-04;0,41486;0,17828;9,86E-02;-3,58E-04;-1,32E-02;8,03E-03;7,29E-02;9,89E-03;-1,49E-02;-9,14E-03;-3,58E-04;-3,58E-04;1,18E-02;5,87E-02;-3,58E-04;-8,89E-03;-1,51E-02;-9,49E-03;-1,43E-02;-1,11E-03;8,94E-03;1,54E-02;9,26E-02;6,07E-02;-3,58E-04;-3,58E-04;-3,58E-04;-3,58E-04;-8,66E-03;6,65E-03;5,46E-03;1,35E-02;8,83E-02;0,15103;2,87E-02;-3,58E-04;-3,58E-04;-3,58E-04;-1,07E-02;-1,55E-03;9,94E-02;-1,28E-02;1,14E-02;0,12864;-1,29E-02;9,06E-02;7,48E-02;-1,28E-02;5,06E-03;8,81E-02;1,54E-02;-1,18E-02;4,77E-03;6,12E-02;1,91E-02;-1,14E-02;-1,46E-03;1,58E-02;6,38E-03;-1,20E-02;-2,75E-03;4,78E-03;-5,67E-03;1,46E-03;3,43E-03;-3,53E-03;1,54E-03
0;0;0;0;0;3,0095;-3,44E-04;2,822;2,9255;0,22836;0,50908;-3,44E-04;2,7304;2,8893;0,20383;0,21724;0,28639;0,73464;2,5712;-3,44E-04;0,18147;0,2204;0,28358;1,3986;2,3656;7,62E-02;0,1834;0,16145;1,4413;2,6506;2,1;0,13358;6,96E-02;-3,44E-04;1,6803;1,7858;1,7994;0,32981;0,10191;7,15E-02;-3,44E-04;0,93553;0,58961;0,51086;0,31273;-3,44E-04;7,37E-02;-3,44E-04;0,65329;0,68597;0,58091;0,40083;0,34261;5,26E-02;5,45E-02;-3,44E-04;0,7795;0,59598;0,38595;0,27397;-9,61E-03;3,59E-02;5,24E-02;0,65537;0,54727;0,42436;-3,44E-04;-1,22E-02;-4,73E-04;8,12E-02;0,54284;0,37555;0,37021;0,43279;0,35354;-8,27E-03;4,54E-02;8,58E-02;0,43465;1,72E-03;0,44609;0,42325;0,33417;4,58E-02;-1,19E-02;-3,14E-03;7,20E-02;0,1336;5,87E-02;-3,44E-04;0,37339;0,1533;7,99E-02;-3,44E-04;-1,70E-02;-3,99E-04;5,56E-02;1,25E-03;-1,96E-02;-1,47E-02;-3,44E-04;-3,44E-04;1,99E-03;4,30E-02;-3,44E-04;-1,10E-02;-1,90E-02;-1,50E-02;-1,90E-02;-8,07E-03;-5,61E-05;5,05E-03;7,26E-02;4,62E-02;-3,44E-04;-3,44E-04;-3,44E-04;-3,44E-04;-1,29E-02;-2,09E-03;-3,05E-03;3,47E-03;6,94E-02;0,12647;1,67E-02;-3,44E-04;-3,44E-04;-3,44E-04;-1,57E-02;-9,17E-03;7,96E-02;-1,81E-02;1,53E-03;0,10641;-1,87E-02;7,16E-02;5,65E-02;-1,86E-02;-4,30E-03;6,86E-02;4,16E-03;-1,78E-02;-4,60E-03;4,50E-02;7,52E-03;-1,76E-02;-9,99E-03;4,51E-03;-2,76E-03;-1,82E-02;-1,13E-02;-5,18E-03;-1,34E-02;-7,71E-03;-6,13E-03;-1,17E-02;-7,69E-03
0;0;0;0;0;0;3;-4,52E-04;-4,23E-04;-3,99E-04;-4,80E-04;-2,37E-06;-5,08E-04;-4,37E-04;-3,81E-04;-3,94E-04;-4,44E-04;-5,60E-04;-5,57E-04;-2,40E-06;-3,44E-04;-4,17E-04;-4,81E-04;-6,10E-04;-5,90E-04;-3,16E-04;-4,79E-04;-4,66E-04;-6,41E-04;-5,33E-04;-6,03E-04;-4,54E-04;-4,00E-04;-2,40E-06;-6,27E-04;-6,21E-04;-6,29E-04;-5,96E-04;-4,14E-04;-4,04E-04;-2,40E-06;-6,32E-04;-5,78E-04;-5,91E-04;-5,99E-04;-2,40E-06;-4,10E-04;-2,40E-06;-6,07E-04;-6,08E-04;-5,86E-04;-5,91E-04;-5,89E-04;-4,15E-04;-4,24E-04;-2,37E-06;-6,11E-04;-6,23E-04;-5,91E-04;-5,68E-04;-2,43E-04;-4,15E-04;-4,30E-04;-6,19E-04;-6,23E-04;-5,99E-04;-2,40E-06;-2,42E-04;-3,49E-04;-4,57E-04;-6,36E-04;-6,25E-04;-6,18E-04;-5,65E-04;-6,07E-04;-3,24E-04;-4,48E-04;-4,49E-04;-6,22E-04;-3,75E-04;-5,67E-04;-5,65E-04;-6,18E-04;-1,39E-04;-1,90E-04;-3,56E-04;-4,87E-04;-4,93E-04;-4,84E-04;-2,40E-06;-5,88E-04;-6,13E-04;-5,66E-04;-2,37E-06;-2,33E-04;-3,80E-04;-4,92E-04;-3,90E-04;-3,31E-04;-3,41E-04;-2,40E-06;-2,40E-06;-4,21E-04;-5,72E-04;-2,40E-06;-1,40E-04;-2,71E-04;-3,32E-04;-3,29E-04;-3,50E-04;-4,03E-04;-4,51E-04;-6,11E-04;-4,95E-04;-2,40E-06;-2,40E-06;-2,40E-06;-2,40E-06;-2,51E-04;-4,04E-04;-4,07E-04;-4,56E-04;-6,14E-04;-6,28E-04;-4,93E-04;-2,37E-06;-2,40E-06;-2,40E-06;-3,12E-04;-4,00E-04;-6,02E-04;-3,32E-04;-4,76E-04;-5,95E-04;-3,60E-04;-5,97E-04;-5,80E-04;-3,60E-04;-4,70E-04;-5,85E-04;-5,29E-04;-3,65E-04;-4,75E-04;-5,83E-04;-5,33E-04;-3,83E-04;-4,45E-04;-5,31E-04;-4,71E-04;-3,76E-04;-4,40E-04;-5,04E-04;-4,27E-04;-4,78E-04;-4,98E-04;-4,39E-04;-4,78E-04
0;0;0;0;0;0;0;2,9839;2,9175;0,59176;1,0392;-4,52E-04;2,9345;2,8852;0,54486;0,57103;0,69174;1,3298;2,8706;-4,52E-04;0,48393;0,58295;0,67639;2,0258;2,7577;0,25279;0,52424;0,43041;2,0248;2,8634;2,3735;0,40662;0,25281;-4,52E-04;2,2173;2,2211;2,1601;0,68978;0,32853;0,25692;-4,52E-04;1,491;0,99145;0,88539;0,67189;-4,52E-04;0,26484;-4,52E-04;1,1531;1,1976;1,0232;0,73568;0,68774;0,21878;0,22361;-4,52E-04;1,375;1,0749;0,70855;0,61176;4,66E-02;0,18029;0,21031;1,1825;0,99149;0,76427;-4,52E-04;4,06E-02;8,05E-02;0,25116;1,0175;0,72487;0,69188;0,77066;0,70175;5,87E-02;0,18502;0,25988;0,8247;8,53E-02;0,78965;0,76003;0,65683;0,11008;2,87E-02;7,23E-02;0,23268;0,33657;0,2097;-4,52E-04;0,70151;0,3688;0,23778;-4,52E-04;2,40E-02;7,82E-02;0,20177;8,09E-02;2,76E-02;3,61E-02;-4,52E-04;-4,52E-04;7,85E-02;0,17582;-4,52E-04;1,19E-02;2,14E-02;3,91E-02;2,68E-02;5,04E-02;7,20E-02;8,79E-02;0,23808;0,16121;-4,52E-04;-4,52E-04;-4,52E-04;-4,52E-04;2,76E-02;6,87E-02;6,54E-02;8,47E-02;0,2313;0,33995;0,11106;-4,52E-04;-4,52E-04;-4,52E-04;2,74E-02;5,18E-02;0,24568;2,56E-02;8,15E-02;0,29843;2,81E-02;0,23142;0,20317;2,79E-02;7,01E-02;0,22613;9,22E-02;3,04E-02;7,08E-02;0,18011;9,77E-02;3,26E-02;5,68E-02;9,40E-02;6,92E-02;3,08E-02;5,37E-02;7,08E-02;4,74E-02;6,47E-02;6,84E-02;5,24E-02;6,42E-02
0;0;0;0;0;0;0;0;2,9827;0,36967;0,71798;-4,23E-04;2,9007;2,9744;0,34415;0,35995;0,45037;0,9983;2,7898;-4,23E-04;0,30507;0,3679;0,4567;1,7001;2,6187;0,17145;0,33665;0,30506;1,7327;2,8451;2,4142;0,26789;0,17914;-4,23E-04;1,9955;2,0983;2,1008;0,69282;0,22056;0,182;-4,23E-04;1,2661;0,87077;0,79407;0,67397;-4,23E-04;0,18488;-4,23E-04;0,95539;0,99736;0,85399;0,65492;0,66131;0,16121;0,16763;-4,23E-04;1,1029;0,88443;0,62899;0,62467;4,79E-02;0,14412;0,16791;0,95979;0,81913;0,66672;-4,23E-04;4,39E-02;8,26E-02;0,22125;0,82357;0,61408;0,5983;0,68198;0,66723;6,42E-02;0,16966;0,21976;0,68282;8,93E-02;0,69656;0,67964;0,61781;0,11351;3,21E-02;7,75E-02;0,2054;0,28441;0,18913;-4,23E-04;0,64464;0,36769;0,24655;-4,23E-04;3,29E-02;8,45E-02;0,18496;8,72E-02;4,43E-02;5,03E-02;-4,23E-04;-4,23E-04;8,73E-02;0,18605;-4,23E-04;1,73E-02;3,47E-02;5,21E-02;4,28E-02;6,15E-02;8,09E-02;9,76E-02;0,251;0,16654;-4,23E-04;-4,23E-04;-4,23E-04;-4,23E-04;3,77E-02;7,78E-02;7,46E-02;9,51E-02;0,24477;0,35146;0,11759;-4,23E-04;-4,23E-04;-4,23E-04;3,74E-02;6,27E-02;0,25613;3,58E-02;9,26E-02;0,30932;3,90E-02;0,2423;0,21263;3,86E-02;8,04E-02;0,2362;0,10119;4,12E-02;8,07E-02;0,19106;0,10687;4,32E-02;6,72E-02;0,10305;7,70E-02;4,15E-02;6,40E-02;7,94E-02;5,79E-02;7,46E-02;7,82E-02;6,30E-02;7,42E-02
0;0;0;0;0;0;0;0;0;2,9947;2,6054;-3,99E-04;0,57437;0,32324;2,6765;2,917;2,8874;2,1742;0,78194;-3,99E-04;2,4721;2,9286;2,5715;1,597;0,97377;0,91247;2,5303;1,3935;1,679;0,5187;0,3683;1,7618;0,85306;-3,99E-04;0,81282;0,56987;0,49825;0,31666;1,2675;0,86623;-3,99E-04;0,91286;0,57824;0,501;0,31598;-3,99E-04;0,94131;-3,99E-04;0,96043;0,93419;0,85715;0,47515;0,36395;0,70392;0,6739;-3,99E-04;1,2851;0,96991;0,46329;0,27244;8,79E-02;0,49072;0,53451;1,1246;0,88852;0,52821;-3,99E-04;7,06E-02;0,11742;0,3941;1,0698;0,68846;0,55539;0,48085;0,36415;7,69E-02;0,28487;0,46919;0,84973;0,10829;0,49514;0,45757;0,3459;4,62E-02;5,08E-02;9,02E-02;0,3707;0,51459;0,31949;-3,99E-04;0,39766;0,15399;7,92E-02;-3,99E-04;1,99E-02;8,87E-02;0,29046;8,95E-02;-1,16E-02;-1,79E-02;-3,99E-04;-3,99E-04;-8,30E-04;3,88E-02;-3,99E-04;9,62E-03;-3,40E-03;1,62E-02;-2,18E-02;-1,05E-02;-2,66E-03;5,69E-04;6,84E-02;4,61E-02;-3,99E-04;-3,99E-04;-3,99E-04;-3,99E-04;-6,89E-03;-4,43E-03;-7,44E-03;-1,87E-03;6,43E-02;0,12793;1,28E-02;-3,99E-04;-3,99E-04;-3,99E-04;-2,05E-02;-1,58E-02;7,46E-02;-2,52E-02;-5,82E-03;0,10162;-2,53E-02;6,50E-02;5,22E-02;-2,57E-02;-1,10E-02;6,40E-02;-2,01E-03;-2,47E-02;-1,13E-02;3,83E-02;9,60E-04;-2,43E-02;-1,58E-02;-2,57E-03;-8,00E-03;-2,48E-02;-1,71E-02;-1,16E-02;-1,95E-02;-1,36E-02;-1,25E-02;-1,78E-02;-1,37E-02
